lessonId,route,title,catalog,mainTopic,subtopic,conceptId,existingType,newPrimaryType,interactionFormats,engine,currentAdapter,currentPresetSpecificity,targetPresetSpecificity,contentQuality,mathematicalReview,priority,applicabilityOfLearn,applicabilityOfExplore,applicabilityOfPractice,applicabilityOfChallenge,applicabilityOfInvestigation,applicabilityOfVisualProof,applicabilityOfAssessment,applicabilityOfRevision,notes
80,/lessons/numbers-and-arithmetic/80-decimal-operations,Decimal Operations,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.decimal-operations,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
81,/lessons/numbers-and-arithmetic/81-fractiondecimal-conversion,Fraction–Decimal Conversion,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.fraction-decimal-conversion,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
82,/lessons/numbers-and-arithmetic/82-recurring-decimals,Recurring Decimals,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.recurring-decimals,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
83,/lessons/numbers-and-arithmetic/83-ratio-models,Ratio Models,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.ratio-models,Concept + Manipulative,explore,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,applicable-missing,available,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
84,/lessons/numbers-and-arithmetic/84-proportion,Proportion,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.proportion,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
85,/lessons/numbers-and-arithmetic/85-direct-proportion,Direct Proportion,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.direct-proportion,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
86,/lessons/numbers-and-arithmetic/86-inverse-proportion,Inverse Proportion,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.inverse-proportion,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
87,/lessons/numbers-and-arithmetic/87-unit-rates,Unit Rates,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.unit-rates,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
88,/lessons/numbers-and-arithmetic/88-percentages,Percentages,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.percentages,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
89,/lessons/numbers-and-arithmetic/89-percentage-change,Percentage Change,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.percentage-change,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
90,/lessons/numbers-and-arithmetic/90-compound-change,Compound Change,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.compound-change,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
91,/lessons/numbers-and-arithmetic/91-scale-drawings,Scale Drawings,core,Numbers and Arithmetic,"Fractions, Decimals, Ratios and Percentages",numbers-and-arithmetic.fractions-decimals-ratios-and-percentages.scale-drawings,Concept + Manipulative,learn,cas|slider,cas-data,number,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,applicable-missing,applicable-missing,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
618,/lessons/authoring-and-learning-system/618-slider-component,Slider Component,core,Authoring and Learning System,Interactive Authoring,authoring-and-learning-system.interactive-authoring.slider-component,Authoring Studio,learn,slider,none,authoring,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Predict what will change. Drag or adjust one control. Observe the exact output. Explain the relationship.
619,/lessons/authoring-and-learning-system/619-checkbox,Checkbox,core,Authoring and Learning System,Interactive Authoring,authoring-and-learning-system.interactive-authoring.checkbox,Authoring Studio,learn,open-response,none,authoring,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Checkbox. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
620,/lessons/authoring-and-learning-system/620-button,Button,core,Authoring and Learning System,Interactive Authoring,authoring-and-learning-system.interactive-authoring.button,Authoring Studio,learn,open-response,none,authoring,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Button. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
621,/lessons/authoring-and-learning-system/621-input-box,Input Box,core,Authoring and Learning System,Interactive Authoring,authoring-and-learning-system.interactive-authoring.input-box,Authoring Studio,learn,open-response,none,authoring,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Input Box. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
622,/lessons/authoring-and-learning-system/622-drop-down-list,Drop-Down List,core,Authoring and Learning System,Interactive Authoring,authoring-and-learning-system.interactive-authoring.drop-down-list,Authoring Studio,learn,open-response,none,authoring,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Drop-Down List. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
623,/lessons/authoring-and-learning-system/623-dynamic-text,Dynamic Text,core,Authoring and Learning System,Interactive Authoring,authoring-and-learning-system.interactive-authoring.dynamic-text,Authoring Studio,learn,open-response,none,authoring,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Dynamic Text. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
624,/lessons/authoring-and-learning-system/624-formula-display,Formula Display,core,Authoring and Learning System,Interactive Authoring,authoring-and-learning-system.interactive-authoring.formula-display,Authoring Studio,learn,open-response,none,authoring,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Formula Display. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
625,/lessons/authoring-and-learning-system/625-image-object,Image Object,core,Authoring and Learning System,Interactive Authoring,authoring-and-learning-system.interactive-authoring.image-object,Authoring Studio,learn,open-response,none,authoring,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Image Object. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
626,/lessons/authoring-and-learning-system/626-audio-and-video,Audio and Video,core,Authoring and Learning System,Interactive Authoring,authoring-and-learning-system.interactive-authoring.audio-and-video,Authoring Studio,learn,open-response,none,authoring,family,lesson-preset,generated-template,needs-review,P0,available,applicable-missing,applicable-missing,optional,not-applicable,not-applicable,applicable-missing,applicable-missing,Read the core idea for Audio and Video. Inspect the visual or symbolic model. Answer the quick check. Choose the next resource.
